labnames,clusters
UNKNOWN_CIG75_RS02685_AMP_binding_NZ_CP022657__570792_572073_____,88
ser_CIG75_RS09795_AMP_binding_NZ_CP022657__2185284_2186568_____,88
UNKNOWN_MLP_RS27190_AMP_binding_NC_015635__289437_290673_____,88
UNKNOWN_BS614_RS25265_AMP_binding_NZ_CP018620__5779788_5781018_____,88
UNKNOWN_LS41612_RS16925_AMP_binding_NZ_CP019980__3402425_3403655________,88
ala_b0423_Ala_ABQ96384.2_A6_BGC0001152_fusaricidin_NOTE,88
UNKNOWN_AOU00_RS13200_AMP_binding_NZ_CP015423__2964684_2965893_____,88
ala_a0480_Ala_AGZ03651.1_A1_BGC0000426_sevadicin_Ala_,88
ala_BXP28_RS04450_AMP_binding_NZ_CP019687__823419_824628_____,88
ala_BV133_RS08115_AMP_binding_NZ_AP014854.2_1843601_1844813_____,88
ala_CLBIJ_RS10350_AMP_binding_NZ_CP016090__2310095_2311301_____,88
ala_CLO1100_RS04315_AMP_binding_NC_016791__1001444_1002692_____,88
ala_RSJ17_RS10610_AMP_binding_NZ_CP014176__2224103_2225303_____,88
ala_b0055_Ala_ABD14711.1_A2_BGC0000320_cereulide_Ala_,88
ala_CLOCEL_RS19740_AMP_binding_NC_014393__4764157_4765366_____,88
UNKNOWN_C0638_RS19595_AMP_binding_NZ_CP025696__4334595_4335804______PP__,88
ala_BFS30_RS17195_AMP_binding_NZ_CP017141__4158610_4159825_____,88
ala_CK934_RS23265_AMP_binding_NZ_CP023254__6191728_6192943_____,88
ala_CLOCEL_RS22025_AMP_binding_NC_014393__2989828_2991037_____,88
UNKNOWN_AXW78_RS26645_AMP_binding_NZ_CP014283__90564_91767_____,88
UNKNOWN_BrL25_RS00455_AMP_binding_NZ_CP017705__92465_93671_____,88
ala_AXW78_RS26405_AMP_binding_NZ_CP014283__7235_8450_____,88
UNKNOWN_A8H32_RS27100_AMP_binding_NZ_CP020392__2710881_2712099_____,88
ala_B2K_RS19775_AMP_binding_NC_017672.3_4645790_4647008_____,88
UNKNOWN_AW22_RS14975_AMP_binding_NZ_CP009300__2629543_2630725_____,88
ala_BrL25_RS23455_AMP_binding_NZ_CP017705__5091154_5092411_____,88
ala_b0289_Ala_BAP05596.1_A1_BGC0000967_calyculin_Ala_,88
ala_A1D11_RS10880_AMP_binding_NZ_CP014840__2180393_2181626_____,88
ala_BMYCO0002_RS07625_AMP_binding_NZ_CM000743__1542464_1543670_____,88
ala_BS614_RS26200_AMP_binding_NZ_CP018620__6017444_6018665_____,88
ala_a0052_Ala_CAD92850.1_A1_not_in_mibig_gramicidin_Ala_,88
gly_a0703_Gly_CAD92849.1_A2_BGC0000367_gramicidin_Gly_,88
gly_BBR47_RS14670_AMP_binding_NC_012491__3026182_3027382_____,88
ala_UB51_RS07420_AMP_binding_NZ_CP010976__1657090_1658296_____,88
ala_UB51_RS07425_AMP_binding_NZ_CP010976__1664909_1666109_____,88
ala_PDUR_RS15455_AMP_binding_NZ_CP009288__3647026_3648232_____,88
UNKNOWN_ABE82_RS05825_AMP_binding_NZ_CP011512__1378018_1379230_____,88
UNKNOWN_A4V08_RS34470_AMP_binding_NZ_CP015399.2_6891740_6892946_____,88
UNKNOWN_CLO1100_RS20000_AMP_binding_NC_016791__2227975_2229172_____,88
ser_B9T62_RS12965_AMP_binding_NZ_CP021780__3002210_3003431_____,88
ser_CU052_RS00590_AMP_binding_NZ_CP025537__145837_147052_____,88
ser_b0300_Ser_CAJ76292.1_A1_BGC0000972_colibactin_Ser_,88
ser_FPB0191_RS02865_AMP_binding_NZ_CP009056__644153_645371_____,88
ser_CLOCEL_RS13120_AMP_binding_NC_014393__3196952_3198179_____,88
UNKNOWN_AWC37_RS12425_AMP_binding_NZ_CP013922__2592654_2593872_____,88
ser_BK815_RS08535_AMP_binding_NZ_CP018199__1730075_1731293_____,88
ser_AWC37_RS12860_AMP_binding_NZ_CP013922__2712852_2714070_____,88
ser_AOB58_RS08410_AMP_binding_NZ_CP012968__1703502_1704714_____,88
gln_JBW_RS23055_AMP_binding_NZ_CP010978__5226697_5227915_____,88
UNKNOWN_A616_RS28675_AMP_binding_NZ_CP023474__5835692_5836919_____,88
glu_a0572_Glu_AAB80955.2_A2_BGC0001095_fengycin_Glu_,88
glu_a0568_Glu_CAA84363.1_A2_BGC0000407_plipastatin_Glu_,88
glu_C0W65_RS19560_AMP_binding_NZ_CP025941__3713721_3714936_____,88
glu_a0676_Glu_AAC36721.1_A1_not_in_mibig_fengycin_Glu_,88
glu_a0631_Glu_AAB80956.1_A1_BGC0001095_fengycin_Glu_,88
glu_a0487_Glu_CAB13715.1_A1_BGC0000407_plipastatin_Glu_,88
glu_a0654_Glu_CAA84360.1_A1_BGC0000407_plipastatinP39845_A1_glu_Glu_,88
glu_a0025_Glu_CAE11277.1_A1_BGC0001095_fengycin_Glu_,88
glu_A1D11_RS10125_AMP_binding_NZ_CP014840__1992413_1993637_____,88
UNKNOWN_AD997_RS12395_AMP_binding_NZ_CP024970__2631832_2633047_____,88
UNKNOWN_I876_RS01345_AMP_binding_NC_021717__310920_312111______AMAD1_R__,88
ser_XDD1_RS12590_AMP_binding_NZ_FO704550__2931335_2932619_____,88
ser_B9T62_RS00835_AMP_binding_NZ_CP021780__239442_240660_____,88
UNKNOWN_A616_RS28675_AMP_binding_NZ_CP023474__5832467_5833682_____,88
ser_HPL003_RS05875_AMP_binding_NC_016641__1270902_1272111_____,88
ser_BRLA_RS17790_AMP_binding_NZ_CP007806__4041696_4042911_____,88
ser_B9T62_RS07080_AMP_binding_NZ_CP021780__1702148_1703363_____,88
ser_BP422_RS10405_AMP_binding_NZ_CP018145__2281400_2282636_____,88
ser_AY601_RS05055_AMP_binding_NZ_CP014504__1168734_1169913_____,88
ser_PSTEL_RS26050_AMP_binding_NZ_CP009286__1284911_1286129_____,88
ser_LS41612_RS16110_AMP_binding_NZ_CP019980__3211126_3212347_____,88
ser_b0513_Ser_RAT94090.1_A1_BGC0001469_marthiapeptide_a_Ser_,88
UNKNOWN_PPSQR21_RS06415_AMP_binding_NZ_CP006872__1531792_1533019________,88
ser_CLO1100_RS04325_AMP_binding_NC_016791__1021567_1022785_____,88
ser_BrL25_RS00485_AMP_binding_NZ_CP017705__119683_120898_____,88
ser_BBN63_RS29185_AMP_binding_NZ_CP018047__6661639_6662857_____,88
ser_AXW78_RS26410_AMP_binding_NZ_CP014283__14380_15595_____,88
ser_BS614_RS20700_AMP_binding_NZ_CP018620__4735920_4737138_____,88
ser_UB51_RS11760_AMP_binding_NZ_CP010976__2710814_2712035_____,88
ser_B2K_RS18810_AMP_binding_NC_017672.3_4349073_4350291_____,88
ser_KNP414_RS20300_AMP_binding_NC_015690__4799242_4800502_____,88
ser_C1A50_RS04745_AMP_binding_NZ_CP025957__1078533_1079775_____,88
ser_UB51_RS11760_AMP_binding_NZ_CP010976__2707682_2708900_____,88
ser_B2K_RS18805_AMP_binding_NC_017672.3_4334042_4335272_____,88
ser_a0308_Ser_AGM16413.1_A3_BGC0000400_paenibacterin_Ser_,88
ser_a0305_Ser_AGM16412.1_A5_BGC0000400_paenibacterin_Ser_,88
ser_ABE82_RS11580_AMP_binding_NZ_CP011512__2613919_2615167_____,88
ser_a0448_Ser_AHF21228.1_A4_BGC0000449_tridecaptin_Ser_,88
ser_a0450_Ser_AHF21228.1_A6_BGC0000449_tridecaptin_Ser_,88
ser_a0586_Ser_BAB69700.1_A2_BGC0001098_iturin_Ser_,88
ser_a0581_Ser_AAF08797.1_A1_BGC0001103_mycosubtilin_Ser_,88
ser_a0650_Ser_CAE11248.1_A1_BGC0001090_bacillomycin_Ser_,88
ser_a0648_Ser_AAN07014.1_A1_not_in_mibig_bacillomycin_Ser_,88
UNKNOWN_BFS30_RS25190_AMP_binding_NZ_CP017141__6087520_6088762______BF__,88
UNKNOWN_BFS30_RS25190_AMP_binding_NZ_CP017141__6098314_6099538_____,88
ser_CK934_RS23275_AMP_binding_NZ_CP023254__6206950_6208141_____,88
ser_A9255_RS13075_AMP_binding_NZ_CP016176__2851500_2852721_____,88
ser_SLAV_RS03835_AMP_binding_NZ_CP024985__860714_861953_____,88
ser_B2K_RS19790_AMP_binding_NC_017672.3_4672278_4673508_____,88
ser_a0129_Ser_AGC65514.1_A2_not_in_mibig_thalassospiramide_b_Ser_,88
ser_a0170_Ser_AGC65516.1_A2_BGC0001050_thalassospiramide_a_Ser_,88
UNKNOWN_TMO_RS20815_AMP_binding_NC_017957.2_682959_684162_____,88
ser_A7A70_RS28735_AMP_binding_NZ_CP015592__230109_231333_____,88
UNKNOWN_SMUGS5_RS06060_AMP_binding_NC_018089__1266156_1267338______SMU__,88
UNKNOWN_SHJG_RS03245_AMP_binding_NC_017765__761246_762473_____,88
UNKNOWN_CBW65_RS18865_AMP_binding_NZ_CP021434__3942422_3943649_____,88
UNKNOWN_BS614_RS08135_AMP_binding_NZ_CP018620__1844890_1846102_____,88
UNKNOWN_AMIR_RS22415_AMP_binding_NC_013093__5341430_5342633_____,88
UNKNOWN_AMES_RS23960_AMP_binding_NC_018266__5267651_5268860_____,88
UNKNOWN_BPMYX0001_RS24525_AMP_binding_NZ_CM000745__4831290_4832508_____,88
UNKNOWN_BPMYX0001_RS24525_AMP_binding_NZ_CM000745__4834476_4835697_____,88
UNKNOWN_BKP57_RS05010_AMP_binding_NZ_CP017762__1104371_1105583_____,88
ser_BLU38_RS16640_AMP_binding_NZ_LT629772__3622079_3623279_____,88
ser_SHJG_RS08645_AMP_binding_NC_017765__2027985_2029185_____,88
ser_a0684_Ser_AAP92491.1_A1_BGC0000458_viomycin_Ser_,88
ser_A4G23_RS21685_AMP_binding_NZ_CP017316__5109309_5110545_____,88
gln_A4E84_RS04240_AMP_binding_NZ_CP015098__961407_962646_____,88
glu_A616_RS18515_AMP_binding_NZ_CP023474__3658153_3659368_____,88
UNKNOWN_A616_RS18830_AMP_binding_NZ_CP023474__3745034_3746246_____,88
UNKNOWN_SOCE26_RS12635_AMP_binding_NZ_CP012673__3350572_3351793_____,88
UNKNOWN_BFS30_RS17185_AMP_binding_NZ_CP017141__4139926_4141123_____,88
UNKNOWN_BGL_RS12955_AMP_binding_NZ_CP002580__3046097_3047303______bpln__,88
UNKNOWN_BKM31_RS10920_AMP_binding_NZ_CP017717__2433981_2435214_____,88
UNKNOWN_BKN51_RS16140_AMP_binding_NZ_CP017780__3713587_3714781_____,88
UNKNOWN_GA0070610_RS04205_AMP_binding_NZ_LT607733__899309_900518_____,88
UNKNOWN_KFLA_RS20485_AMP_binding_NC_013729__4422434_4423640_____,88
UNKNOWN_CPH89_RS26220_AMP_binding_NZ_LT907842__5678950_5680153_____,88
UNKNOWN_LFA_RS14955_AMP_binding_NZ_LN614827__3582676_3583897_____,88
UNKNOWN_B7P44_RS32800_AMP_binding_NZ_CP020739__77995_79213_____,88
UNKNOWN_CK951_RS20600_AMP_binding_NZ_CP023550__177076_178318_____,88
gln_CKW05_RS06245_AMP_binding_NZ_LT906457__1365950_1367165_____,88
gln_CKW05_RS06245_AMP_binding_NZ_LT906457__1369121_1370354_____,88
UNKNOWN_A3L20_RS12970_AMP_binding_NZ_CP014847__2532038_2533259______SD__,88
gly_ADU60_RS00905_AMP_binding_NZ_CM004383__211308_212499_____,88
ser_BN159_RS39635_AMP_binding_NC_020504__8949272_8950436_____,88
ala_a0173_Ala_ABB80392.1_A2_not_in_mibig_cephabacin_Ala_,88
ala_a0172_Ala_ABB80392.1_A1_not_in_mibig_cephabacin_Ala_,88
ser_BN1701_RS12720_AMP_binding_NZ_LN850107__2881136_2882351_____,88
UNKNOWN_S23_RS30640_AMP_binding_NC_017082__6523109_6524324_____,88
ser_D083_RS04415_AMP_binding_NZ_CP016928__1019876_1021109_____,88
UNKNOWN_RBRH_RS08105_AMP_binding_NC_014722__1855981_1857238_____,88
gln_AAVE_RS18600_AMP_binding_NC_008752__4138940_4140134_____,88
gln_PNC201_RS03635_AMP_binding_NZ_CP022522__843207_844437_____,88
UNKNOWN_PNC201_RS03635_AMP_binding_NZ_CP022522__846498_847701_____,88
UNKNOWN_A7J05_RS03440_AMP_binding_NZ_CP015588__851943_852828_____,88
ser_AMIR_RS22820_AMP_binding_NC_013093__5440518_5441736_____,88
UNKNOWN_CA740_RS32595_AMP_binding_NZ_AP018205__250589_251798_____,88
ser_b0396_Ser_ACG60776.1_A1_BGC0001058_zorbamycin_Ser_,88
cys_b0204_Cys_CAJ34374.1_A1_BGC0000445_thiocoraline_Cys_,88
thr_b0460_Thr_WP_028678149.1_A1_BGC0001228_retimycin_Thr_,88
ser_SNAS_RS00965_AMP_binding_NC_013947__200240_201452_____,88
glu_TL08_RS16140_AMP_binding_NZ_CP014859__3844488_3845676_____,88
UNKNOWN_GBRO_RS12075_AMP_binding_NC_013441__2596407_2597625_____,88
gln_B5525_RS15615_AMP_binding_NZ_LT670818__3388001_3389225_____,88
UNKNOWN_C1701_RS17205_AMP_binding_NZ_CP025990__4017550_4018726_____,88
UNKNOWN_GZL_RS33605_AMP_binding_NZ_CP003987__7879725_7880943_____,88
UNKNOWN_KALB_RS45865_AMP_binding_NZ_CP007155__6916456_6917668_____,88
gln_B1H19_RS08890_AMP_binding_NZ_CP020569__2046756_2047968_____,88
gln_C1701_RS17245_AMP_binding_NZ_CP025990__4039398_4040610_____,88
gln_KY5_RS17400_AMP_binding_NZ_CP022685__4070772_4072002_____,88
UNKNOWN_CEQ30_RS07080_AMP_binding_NZ_CP022088.2_1513334_1514543_____,88
ser_BCM27_RS14515_AMP_binding_NZ_CP016594__3245285_3246551_____,88
ser_BB28_RS17140_AMP_binding_NZ_CP007220__3495156_3496362_____,88
ser_BN1724_RS08905_AMP_binding_NZ_LN849456__2081696_2083037_____,88
gln_BOX37_RS21300_AMP_binding_NZ_CP018082__4675059_4676556_____,88
ser_ACH46_RS15750_AMP_binding_NZ_CP011853__3355314_3356547_____,88
ser_BCM27_RS14510_AMP_binding_NZ_CP016594__3231375_3232608_____,88
UNKNOWN_FRANEAN1_RS14890_AMP_binding_NC_009921__3615910_3617146______F__,88
UNKNOWN_ACH46_RS15765_AMP_binding_NZ_CP011853__3371422_3372691_____,88
ser_BCM27_RS14510_AMP_binding_NZ_CP016594__3216657_3217875_____,88
ser_C6V83_RS16020_AMP_binding_NZ_CP027433__3530806_3532027_____,88
ser_C6V83_RS16010_AMP_binding_NZ_CP027433__3464189_3465416_____,88
ser_GPOL_RS18000_AMP_binding_NC_016906__4068495_4069722_____,88
ser_ACH46_RS15750_AMP_binding_NZ_CP011853__3364902_3366114_____,88
gln_CKW34_RS17505_AMP_binding_NZ_LT906450__3791902_3793108_____,88
gln_C7H75_RS18730_AMP_binding_NZ_CP027793__4023185_4024394_____,88
gln_A4U64_RS06400_AMP_binding_NZ_CP015529__1403172_1404378_____,88
glu_BCM27_RS19385_AMP_binding_NZ_CP016594__4350279_4351494_____,88
UNKNOWN_ACH46_RS15750_AMP_binding_NZ_CP011853__3361728_3362952_____,88
UNKNOWN_CNO18_RS18595_AMP_binding_NZ_CP023405__4055750_4056986_____,88
UNKNOWN_ACH46_RS15765_AMP_binding_NZ_CP011853__3376087_3377314_____,88
UNKNOWN_C6V83_RS16010_AMP_binding_NZ_CP027433__3467366_3468581_____,88
UNKNOWN_RHA1_RS00760_AMP_binding_NC_008268__194869_196078_____,88
gln_C6V83_RS16025_AMP_binding_NZ_CP027433__3537230_3538442_____,88
gln_BCM27_RS19385_AMP_binding_NZ_CP016594__4369242_4370472_____,88
UNKNOWN_AMO33_RS23635_AMP_binding_NZ_LN868939__1463671_1464892_____,88
UNKNOWN_CPI83_RS19980_AMP_binding_NZ_CP023720__4270594_4271839_____,88
UNKNOWN_A3Q40_RS02165_AMP_binding_NZ_CP015219__447750_448986_____,88
UNKNOWN_BOX37_RS29365_AMP_binding_NZ_CP018082__6460065_6461442_____,88
UNKNOWN_N505_RS29655_AMP_binding_NZ_CM002177__3363414_3364626_____,88
UNKNOWN_CKW34_RS17510_AMP_binding_NZ_LT906450__3819798_3821007_____,88
UNKNOWN_PD630_RS13070_AMP_binding_NZ_CP003949__2957118_2958330_____,88
gln_A3Q40_RS02165_AMP_binding_NZ_CP015219__477327_478557_____,88
UNKNOWN_NFA_RS03650_AMP_binding_NC_006361__762401_763604______AMO33_RS__,88
UNKNOWN_BFN03_RS00160_AMP_binding_NZ_CP017014__42108_43317_____,88
UNKNOWN_C5B73_RS03930_AMP_binding_NZ_CP026746__717627_718830_____,88
ser_C7H75_RS18725_AMP_binding_NZ_CP027793__4012955_4014197_____,88
UNKNOWN_BTZ20_RS06750_AMP_binding_NZ_CP019572__1491568_1492777_____,88
UNKNOWN_C5B73_RS13255_AMP_binding_NZ_CP026746__2829834_2831049_____,88
UNKNOWN_MMARE11_RS15160_AMP_binding_NZ_HG917972.2_3696696_3697902________,88
UNKNOWN_BOX37_RS21300_AMP_binding_NZ_CP018082__4678509_4679853_____,88
UNKNOWN_BTZ20_RS06565_AMP_binding_NZ_CP019572__1397949_1399185_____,88
ser_GBRO_RS18555_AMP_binding_NC_013441__3992486_3993731_____,88
UNKNOWN_CPI83_RS19980_AMP_binding_NZ_CP023720__4273810_4275040______XU__,88
UNKNOWN_CXX93_RS07110_AMP_binding_NZ_CP025435__1541600_1542827_____,88
UNKNOWN_NONO_RS17260_AMP_binding_NZ_CP006850__3836668_3837871_____,88
UNKNOWN_CXX93_RS17210_AMP_binding_NZ_CP025435__3724929_3726138_____,88
UNKNOWN_AS9A_RS21150_AMP_binding_NC_015564__4554637_4555849_____,88
UNKNOWN_AS9A_RS02220_AMP_binding_NC_015564__499363_500587_____,88
leu_NS506_RS38040_AMP_binding_NZ_CP017839__8242800_8244051_____,88
gln_C5B73_RS16020_AMP_binding_NZ_CP026746__3420261_3421464_____,88
UNKNOWN_PD630_RS12345_AMP_binding_NZ_CP003949__2762048_2763257_____,88
gln_CXX93_RS07110_AMP_binding_NZ_CP025435__1538393_1539599_____,88
UNKNOWN_AOT96_RS19660_AMP_binding_NZ_CP012749__4247746_4248955_____,88
UNKNOWN_N505_RS18430_AMP_binding_NZ_CM002177__3951623_3952835_____,88
UNKNOWN_AS9A_RS02215_AMP_binding_NC_015564__480656_481874_____,88
UNKNOWN_BFN03_RS19400_AMP_binding_NZ_CP017014__4319493_4320717_____,88
UNKNOWN_BFN03_RS02050_AMP_binding_NZ_CP017014__490265_491471_____,88
UNKNOWN_BTZ20_RS06570_AMP_binding_NZ_CP019572__1404335_1405538_____,88
UNKNOWN_BOX37_RS23210_AMP_binding_NZ_CP018082__5095330_5096548_____,88
orn_PD630_RS41970_AMP_binding_NZ_CP003949__3522649_3523861_____,88
UNKNOWN_CXX93_RS07110_AMP_binding_NZ_CP025435__1559018_1560233_____,88
UNKNOWN_H351_RS15950_AMP_binding_NZ_CP007255__3431826_3433032_____,88
UNKNOWN_AMO33_RS23465_AMP_binding_NZ_LN868939__1405824_1407039_____,88
UNKNOWN_BOX37_RS21300_AMP_binding_NZ_CP018082__4685370_4686645_____,88
UNKNOWN_GA0074704_RS15340_AMP_binding_NZ_LT607751__3335920_3337120_____,88
UNKNOWN_PD630_RS19550_AMP_binding_NZ_CP003949__4368814_4370032_____,88
UNKNOWN_BN69_RS13555_AMP_binding_NC_018485__2790230_2791454_____,88
UNKNOWN_A3Q40_RS02210_AMP_binding_NZ_CP015219__495295_496042_____,88
UNKNOWN_AMO33_RS23465_AMP_binding_NZ_LN868939__1418532_1419753_____,88
UNKNOWN_NY08_RS09230_AMP_binding_NZ_CP010797__2000182_2001400_____,88
UNKNOWN_BOX37_RS03655_AMP_binding_NZ_CP018082__796048_797431_____,88
UNKNOWN_BO226_RS13950_AMP_binding_NZ_CP018063__2951620_2952886_____,88
UNKNOWN_A4U64_RS06415_AMP_binding_NZ_CP015529__1460043_1461258_____,88
UNKNOWN_CJU69_RS11965_AMP_binding_NZ_CP022915__2567417_2568632_____,88
UNKNOWN_NOCYR_RS24220_AMP_binding_NC_016887__5415362_5416577_____,88
UNKNOWN_NONO_RS33785_AMP_binding_NZ_CP006850__7488552_7489740_____,88
UNKNOWN_H351_RS15950_AMP_binding_NZ_CP007255__3428649_3429846_____,88
UNKNOWN_CXX93_RS17210_AMP_binding_NZ_CP025435__3715194_3716460_____,88
ala_CXB49_RS14070_AMP_binding_NZ_CP025429__3134004_3135222_____,88
UNKNOWN_CIG75_RS10640_AMP_binding_NZ_CP022657__2553965_2555174_____,88
gln_J421_RS30355_AMP_binding_NZ_CP007130__608550_609828_____,88
UNKNOWN_SOCE26_RS12635_AMP_binding_NZ_CP012673__3347407_3348604_____,88
UNKNOWN_BFN03_RS00160_AMP_binding_NZ_CP017014__35802_37017_____,88
arg_GA0070610_RS12330_AMP_binding_NZ_LT607733__2803195_2804404_____,88
UNKNOWN_SCAT_RS03005_AMP_binding_NC_016113__715605_716826_____,88
UNKNOWN_ACIX8_RS09845_AMP_binding_NC_016631__2332658_2333882_____,88
UNKNOWN_BLU37_RS20870_AMP_binding_NZ_LT629777__4623649_4624888_____,88
gln_b0479_Gln_AOA33122.1_A4_BGC0001346_bananamides_Gln_,88
glu_a0160_Glu_AFH75328.1_A2_BGC0000398_orfamide_Glu_,88
glu_b0483_Glu_ANQ43347.1_A2_BGC0001347_poaeamide_b_Glu_,88
glu_b0457_Glu_AGE26255.1_A2_BGC0001208_poaeamide_Glu_,88
glu_a0789_Glu_AFZ61501.1_A2_BGC0000462_WLIP_Glu_,88
asp_b0475_Asp_AOA33121.1_A2_BGC0001346_bananamides_Asp_,88
asp_a0222_Asp_BAC67536.1_A5_BGC0000305_arthrofactin_Asp_,88
asp_a0761_Asp_BAC67534.2_A2_BGC0000305_arthrofactin_Asp_,88
glu_AL527_RS10425_AMP_binding_NZ_CP014025__2257817_2259023_____,88
glu_b0238_Glu_AFJ23819.1_A2_BGC0000462_WLIP_Glu_,88
glu_a0423_Glu_AGM14925.1_A2_BGC0000463_xantholysin_Glu_,88
gln_a0434_Gln_AGM14934.1_A3_BGC0000463_xantholysin_Gln_,88
gln_a0431_Gln_AGM14933.1_A8_BGC0000463_xantholysin_Gln_,88
gln_a0427_Gln_AGM14933.1_A4_BGC0000463_xantholysin_Gln_,88
gln_APT63_RS09505_AMP_binding_NZ_CP013997__2189891_2191106_____,88
gln_a0424_Gln_AGM14933.1_A1_BGC0000463_xantholysin_Gln_,88
gln_a0352_Gln_AHZ34232.1_A3_BGC0000323_cichofactins_Gln_,88
gln_a0354_Gln_AHZ34233.1_A2_BGC0000323_cichofactins_Gln_,88
UNKNOWN_BFP94_RS09860_AMP_binding_NZ_LT604072__2343573_2344788_____,88
UNKNOWN_AA314_RS19945_AMP_binding_NZ_CP011509__5019137_5020349_____,88
UNKNOWN_ABE83_RS21655_AMP_binding_NZ_CP011522__5171784_5172987_____,88
UNKNOWN_GA0070618_RS21425_AMP_binding_NZ_LT607413__4769334_4770543_____,88
UNKNOWN_CFB02_RS05060_AMP_binding_NZ_LT897781__1053408_1054614_____,88
UNKNOWN_BJP36_RS34685_AMP_binding_NZ_CP017708__9191699_9192950_____,88
UNKNOWN_CKW28_RS10980_AMP_binding_NZ_LT906483__2359908_2361114_____,88
gln_NSP_RS18565_AMP_binding_NZ_CP007203__4248910_4250131_____,88
arg_a0633_Arg_AAF00962.1_A1_BGC0001017_microcystin_Arg_,88
arg_a0634_Arg_BAA83994.1_A1_not_in_mibig_microcystin_Arg_,88
arg_a0755_Arg_AAL82383.1_A1_BGC0001017_microcystin_Arg_,88
leu_a0589_Leu_CAD29798.1_A1_BGC0001015_microcystin_Leu_,88
rare_aa_a0695_Leu|Arg_AAO62587.1_A1_BGC0001016_microcystin_Leu|Arg_,88
arg_b0331_Arg_AAO62588.1_A1_BGC0001016_microcystin_Arg_,88
glu_CBW65_RS18055_AMP_binding_NZ_CP021434__3737734_3738895_____,88
UNKNOWN_CBW65_RS22935_AMP_binding_NZ_CP021434__4944427_4945633_____,88
UNKNOWN_J421_RS08090_AMP_binding_NZ_CP007128__1839572_1840880_____,88
UNKNOWN_CMC5_RS08845_AMP_binding_NZ_CP012159__2373154_2374363_____,88
UNKNOWN_BZZ01_RS01505_AMP_binding_NZ_CP019636__368077_369292_____,88
UNKNOWN_CDC36_RS22075_AMP_binding_NZ_AP018280__1961381_1962596_____,88
UNKNOWN_A4E84_RS32865_AMP_binding_NZ_CP015098__7488517_7489786_____,88
UNKNOWN_BKP57_RS05020_AMP_binding_NZ_CP017762__1112153_1113353_____,88
UNKNOWN_B7C51_RS09075_AMP_binding_NZ_CP020557__1695511_1696714_____,88
ser_A6E92_RS18765_AMP_binding_NZ_CP015362__4405441_4406635_____,88
UNKNOWN_CDG81_RS21510_AMP_binding_NZ_CP022752__4895126_4896338_____,88
UNKNOWN_AFR_RS29355_AMP_binding_NC_022657__6353428_6354631_____,88
UNKNOWN_BMU11_RS00120_AMP_binding_NZ_CP017938__34301_35516_____,88
ser_CBR65_RS03465_AMP_binding_NZ_CP021382__825918_827127_____,88
UNKNOWN_BBD42_RS24935_AMP_binding_NZ_CP016808__5718533_5719742_____,88
ser_A0O21_RS09040_AMP_binding_NZ_CP014699__1955647_1956847_____,88
ser_PODO_RS11335_AMP_binding_NZ_CP009428__2678689_2679898_____,88
UNKNOWN_A361_RS04080_AMP_binding_NZ_CP015506__777524_778706_____,88
ser_BP422_RS10240_AMP_binding_NZ_CP018145__2166918_2168094_____,88
gln_ID47_RS11485_AMP_binding_NZ_CP008941__223111_224341_____,88
UNKNOWN_LHA_RS12120_AMP_binding_NZ_LN681225__2757443_2758670______LHA___,88
ser_CLO1100_RS04320_AMP_binding_NC_016791__1013730_1014927_____,88
ser_F7310_RS04495_AMP_binding_NZ_CP016796__918892_920161_____,88
ser_AY601_RS13615_AMP_binding_NZ_CP014504__3265398_3266592_____,88
ser_BFS30_RS17160_AMP_binding_NZ_CP017141__4111699_4112920_____,88
ser_CKF48_RS11850_AMP_binding_NZ_CP022983__2293182_2294385_____,88
orn_BKN51_RS18785_AMP_binding_NZ_CP017780__4369561_4370710_____,88
glu_C6V83_RS16025_AMP_binding_NZ_CP027433__3534053_3535274_____,88
ser_a0685_Ser_AAP92491.1_A2_BGC0000458_viomycin_Ser_,88
ser_A4G23_RS21685_AMP_binding_NZ_CP017316__5106147_5107353_____,88
UNKNOWN_CVAR_RS14770_AMP_binding_NC_015859__3200799_3202191______CVAR___,88
ala_BGLU_RS22715_AMP_binding_NC_012721.2_1254108_1255308_____,88
arg_SLNWT_RS32350_AMP_binding_NZ_CP010519__8017798_8019025_____,88
UNKNOWN_SLNWT_RS32350_AMP_binding_NZ_CP010519__8028547_8029744_____,88
UNKNOWN_AOZ06_RS16970_AMP_binding_NZ_CP012752__3661315_3662518_____,88
UNKNOWN_B1H29_RS06420_AMP_binding_NZ_CP019724__1551248_1552163_____,88
val_a0338_Val_AGZ15460.1_A1_BGC0001036_polyoxypeptin_NOH-Val_,88
ala_a0335_Ala_AGZ15458.1_A2_BGC0001036_polyoxypeptin_NOTE,88
ala_AVL59_RS10825_AMP_binding_NZ_CP016279__2514934_2516080_____,88
UNKNOWN_SE95_RS29605_AMP_binding_NZ_CP026094__6806045_6806948_____,88
UNKNOWN_B591_RS01650_AMP_binding_NZ_CM002271__401443_402682______B590___,88
UNKNOWN_CGZ69_RS03870_AMP_binding_NZ_CP022438__836127_837351_____,88
UNKNOWN_C6361_RS05050_AMP_binding_NZ_CP028158__1224440_1225655_____,88
UNKNOWN_FSYMDG_RS22405_AMP_binding_NC_015656__50453_52022_____,88
UNKNOWN_SCE1572_RS20360_AMP_binding_NC_021658__5612594_5613809_____,88
glu_SHJG_RS07145_AMP_binding_NC_017765__1660124_1661291_____,88
