label,taxonomic_class,color
AS9A_RS21150_AMP_binding_NC_015564__4554637_4555849_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AS9A_RS02220_AMP_binding_NC_015564__499363_500587_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NS506_RS38040_AMP_binding_NZ_CP017839__8242800_8244051_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C5B73_RS16020_AMP_binding_NZ_CP026746__3420261_3421464_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PD630_RS12345_AMP_binding_NZ_CP003949__2762048_2763257_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXX93_RS07110_AMP_binding_NZ_CP025435__1538393_1539599_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOT96_RS19660_AMP_binding_NZ_CP012749__4247746_4248955_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
N505_RS18430_AMP_binding_NZ_CM002177__3951623_3952835_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AS9A_RS02215_AMP_binding_NC_015564__480656_481874_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFN03_RS19400_AMP_binding_NZ_CP017014__4319493_4320717_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFN03_RS02050_AMP_binding_NZ_CP017014__490265_491471_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BTZ20_RS06570_AMP_binding_NZ_CP019572__1404335_1405538_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS23210_AMP_binding_NZ_CP018082__5095330_5096548_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PD630_RS41970_AMP_binding_NZ_CP003949__3522649_3523861_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXX93_RS07110_AMP_binding_NZ_CP025435__1559018_1560233_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H351_RS15950_AMP_binding_NZ_CP007255__3431826_3433032_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMO33_RS23465_AMP_binding_NZ_LN868939__1405824_1407039_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS21300_AMP_binding_NZ_CP018082__4685370_4686645_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0074704_RS15340_AMP_binding_NZ_LT607751__3335920_3337120_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PD630_RS19550_AMP_binding_NZ_CP003949__4368814_4370032_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN69_RS13555_AMP_binding_NC_018485__2790230_2791454_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A3Q40_RS02210_AMP_binding_NZ_CP015219__495295_496042_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMO33_RS23465_AMP_binding_NZ_LN868939__1418532_1419753_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NY08_RS09230_AMP_binding_NZ_CP010797__2000182_2001400_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS03655_AMP_binding_NZ_CP018082__796048_797431_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BO226_RS13950_AMP_binding_NZ_CP018063__2951620_2952886_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A4U64_RS06415_AMP_binding_NZ_CP015529__1460043_1461258_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CJU69_RS11965_AMP_binding_NZ_CP022915__2567417_2568632_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NOCYR_RS24220_AMP_binding_NC_016887__5415362_5416577_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NONO_RS33785_AMP_binding_NZ_CP006850__7488552_7489740_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H351_RS15950_AMP_binding_NZ_CP007255__3428649_3429846_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXX93_RS17210_AMP_binding_NZ_CP025435__3715194_3716460_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXB49_RS14070_AMP_binding_NZ_CP025429__3134004_3135222_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIG75_RS10640_AMP_binding_NZ_CP022657__2553965_2555174_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
J421_RS30355_AMP_binding_NZ_CP007130__608550_609828_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SOCE26_RS12635_AMP_binding_NZ_CP012673__3347407_3348604_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFN03_RS00160_AMP_binding_NZ_CP017014__35802_37017_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070610_RS12330_AMP_binding_NZ_LT607733__2803195_2804404_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SCAT_RS03005_AMP_binding_NC_016113__715605_716826_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACIX8_RS09845_AMP_binding_NC_016631__2332658_2333882_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLU37_RS20870_AMP_binding_NZ_LT629777__4623649_4624888_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0479_Gln_AOA33122.1_A4_BGC0001346_bananamides_Gln_,Gammaproteobacteria,#A65628
a0160_Glu_AFH75328.1_A2_BGC0000398_orfamide_Glu_,Gammaproteobacteria,#A65628
b0483_Glu_ANQ43347.1_A2_BGC0001347_poaeamide_b_Glu_,Gammaproteobacteria,#A65628
b0457_Glu_AGE26255.1_A2_BGC0001208_poaeamide_Glu_,Gammaproteobacteria,#A65628
a0789_Glu_AFZ61501.1_A2_BGC0000462_WLIP_Glu_,Gammaproteobacteria,#A65628
b0475_Asp_AOA33121.1_A2_BGC0001346_bananamides_Asp_,Gammaproteobacteria,#A65628
a0222_Asp_BAC67536.1_A5_BGC0000305_arthrofactin_Asp_,Gammaproteobacteria,#A65628
a0761_Asp_BAC67534.2_A2_BGC0000305_arthrofactin_Asp_,Gammaproteobacteria,#A65628
AL527_RS10425_AMP_binding_NZ_CP014025__2257817_2259023_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0238_Glu_AFJ23819.1_A2_BGC0000462_WLIP_Glu_,Gammaproteobacteria,#A65628
a0423_Glu_AGM14925.1_A2_BGC0000463_xantholysin_Glu_,Gammaproteobacteria,#A65628
a0434_Gln_AGM14934.1_A3_BGC0000463_xantholysin_Gln_,Gammaproteobacteria,#A65628
a0431_Gln_AGM14933.1_A8_BGC0000463_xantholysin_Gln_,Gammaproteobacteria,#A65628
a0427_Gln_AGM14933.1_A4_BGC0000463_xantholysin_Gln_,Gammaproteobacteria,#A65628
APT63_RS09505_AMP_binding_NZ_CP013997__2189891_2191106_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0424_Gln_AGM14933.1_A1_BGC0000463_xantholysin_Gln_,Gammaproteobacteria,#A65628
a0352_Gln_AHZ34232.1_A3_BGC0000323_cichofactins_Gln_,Gammaproteobacteria,#A65628
a0354_Gln_AHZ34233.1_A2_BGC0000323_cichofactins_Gln_,Gammaproteobacteria,#A65628
BFP94_RS09860_AMP_binding_NZ_LT604072__2343573_2344788_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AA314_RS19945_AMP_binding_NZ_CP011509__5019137_5020349_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABE83_RS21655_AMP_binding_NZ_CP011522__5171784_5172987_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070618_RS21425_AMP_binding_NZ_LT607413__4769334_4770543_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CFB02_RS05060_AMP_binding_NZ_LT897781__1053408_1054614_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS34685_AMP_binding_NZ_CP017708__9191699_9192950_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CKW28_RS10980_AMP_binding_NZ_LT906483__2359908_2361114_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NSP_RS18565_AMP_binding_NZ_CP007203__4248910_4250131_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0633_Arg_AAF00962.1_A1_BGC0001017_microcystin_Arg_,Cyanobacteria,#1E90FF
a0634_Arg_BAA83994.1_A1_not_in_mibig_microcystin_Arg_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0755_Arg_AAL82383.1_A1_BGC0001017_microcystin_Arg_,Cyanobacteria,#1E90FF
a0589_Leu_CAD29798.1_A1_BGC0001015_microcystin_Leu_,Cyanobacteria,#1E90FF
a0695_Leu|Arg_AAO62587.1_A1_BGC0001016_microcystin_Leu|Arg_,Cyanobacteria,#1E90FF
b0331_Arg_AAO62588.1_A1_BGC0001016_microcystin_Arg_,Cyanobacteria,#1E90FF
CBW65_RS18055_AMP_binding_NZ_CP021434__3737734_3738895_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS22935_AMP_binding_NZ_CP021434__4944427_4945633_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
J421_RS08090_AMP_binding_NZ_CP007128__1839572_1840880_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CMC5_RS08845_AMP_binding_NZ_CP012159__2373154_2374363_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BZZ01_RS01505_AMP_binding_NZ_CP019636__368077_369292_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDC36_RS22075_AMP_binding_NZ_AP018280__1961381_1962596_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A4E84_RS32865_AMP_binding_NZ_CP015098__7488517_7489786_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BKP57_RS05020_AMP_binding_NZ_CP017762__1112153_1113353_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B7C51_RS09075_AMP_binding_NZ_CP020557__1695511_1696714_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A6E92_RS18765_AMP_binding_NZ_CP015362__4405441_4406635_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDG81_RS21510_AMP_binding_NZ_CP022752__4895126_4896338_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AFR_RS29355_AMP_binding_NC_022657__6353428_6354631_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BMU11_RS00120_AMP_binding_NZ_CP017938__34301_35516_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBR65_RS03465_AMP_binding_NZ_CP021382__825918_827127_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BBD42_RS24935_AMP_binding_NZ_CP016808__5718533_5719742_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A0O21_RS09040_AMP_binding_NZ_CP014699__1955647_1956847_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PODO_RS11335_AMP_binding_NZ_CP009428__2678689_2679898_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A361_RS04080_AMP_binding_NZ_CP015506__777524_778706_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BP422_RS10240_AMP_binding_NZ_CP018145__2166918_2168094_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ID47_RS11485_AMP_binding_NZ_CP008941__223111_224341_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LHA_RS12120_AMP_binding_NZ_LN681225__2757443_2758670______LHA___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CLO1100_RS04320_AMP_binding_NC_016791__1013730_1014927_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
F7310_RS04495_AMP_binding_NZ_CP016796__918892_920161_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AY601_RS13615_AMP_binding_NZ_CP014504__3265398_3266592_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFS30_RS17160_AMP_binding_NZ_CP017141__4111699_4112920_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CKF48_RS11850_AMP_binding_NZ_CP022983__2293182_2294385_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BKN51_RS18785_AMP_binding_NZ_CP017780__4369561_4370710_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C6V83_RS16025_AMP_binding_NZ_CP027433__3534053_3535274_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0685_Ser_AAP92491.1_A2_BGC0000458_viomycin_Ser_,Actinobacteria,#E41A1C
A4G23_RS21685_AMP_binding_NZ_CP017316__5106147_5107353_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CVAR_RS14770_AMP_binding_NC_015859__3200799_3202191______CVAR___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGLU_RS22715_AMP_binding_NC_012721.2_1254108_1255308_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SLNWT_RS32350_AMP_binding_NZ_CP010519__8017798_8019025_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SLNWT_RS32350_AMP_binding_NZ_CP010519__8028547_8029744_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS16970_AMP_binding_NZ_CP012752__3661315_3662518_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1H29_RS06420_AMP_binding_NZ_CP019724__1551248_1552163_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0338_Val_AGZ15460.1_A1_BGC0001036_polyoxypeptin_NOH-Val_,Actinobacteria,#E41A1C
a0335_Ala_AGZ15458.1_A2_BGC0001036_polyoxypeptin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AVL59_RS10825_AMP_binding_NZ_CP016279__2514934_2516080_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SE95_RS29605_AMP_binding_NZ_CP026094__6806045_6806948_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B591_RS01650_AMP_binding_NZ_CM002271__401443_402682______B590___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CGZ69_RS03870_AMP_binding_NZ_CP022438__836127_837351_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C6361_RS05050_AMP_binding_NZ_CP028158__1224440_1225655_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FSYMDG_RS22405_AMP_binding_NC_015656__50453_52022_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SCE1572_RS20360_AMP_binding_NC_021658__5612594_5613809_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SHJG_RS07145_AMP_binding_NC_017765__1660124_1661291_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MyAD_RS22330_AMP_binding_NZ_CP011022__4801096_4802254_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT705_RS10880_AMP_binding_NZ_CP013611__2460861_2462064_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0671_Glu_AAG05812.1_A1_not_in_mibig_pyoverdine_Glu_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A9C11_RS15880_AMP_binding_NZ_CP015878__3624141_3625341_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0578_Ser_AAX16327.1_A1_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0041_Ser_AAX16297.1_A1_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0030_Ser_AAX16360.1_A3_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0043_Ser_AAX16297.1_A3_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0045_Ser_AAX16361.1_A1_not_in_mibig____pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0759_Ser_AAO55666.1_A2_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0176_Ser_AAO55667.1_A2_not_in_mibig_pyoverdine_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A2G96_RS26055_AMP_binding_NZ_CP014845__1082349_1083570_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SB85_RS14435_AMP_binding_NZ_CP010409__3522669_3523866_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AXX16_RS10050_AMP_binding_NZ_CP014474__2199207_2200446_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
JCM16456_RS16275_AMP_binding_NZ_AP014636__238728_239964_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SOCE26_RS18690_AMP_binding_NZ_CP012673__5068332_5069553_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0288_Ser_BAP05591.1_A1_BGC0000967_calyculin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B0B51_RS14415_AMP_binding_NZ_CP019911__3031893_3033099_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B9G99_RS11750_AMP_binding_NZ_CP021323__2541659_2542868_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0428_Ser_AGM14933.1_A5_BGC0000463_xantholysin_Ser_,Gammaproteobacteria,#A65628
b0244_Ser_AFJ23826.1_A2_BGC0000462_WLIP_Ser_,Gammaproteobacteria,#A65628
b0242_Ser_AFJ23825.1_A4_BGC0000462_WLIP_Ser_,Gammaproteobacteria,#A65628
b0451_Ser_AGE25479.1_A4_BGC0001208_poaeamide_Ser_,Gammaproteobacteria,#A65628
a0259_Ser_CCJ67637.1_A3_BGC0000447_tolaasin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0283_Ser_AFH75320.1_A3_BGC0000425_sessilin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0256_Ser_CCJ67636.1_A3_BGC0000447_tolaasin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0488_Ser_ANQ43348.1_A4_BGC0001347_poaeamide_b_Ser_,Gammaproteobacteria,#A65628
a0642_Ser_AFZ61526.1_A2_BGC0000462_WLIP_Ser_,Gammaproteobacteria,#A65628
a0640_Ser_AFZ61525.1_A4_BGC0000462_WLIP_Ser_,Gammaproteobacteria,#A65628
b0454_Leu_AGE25480.1_A3_BGC0001208_poaeamide_Leu_,Gammaproteobacteria,#A65628
b0491_Ser_ANQ43349.1_A3_BGC0001347_poaeamide_b_Ser_,Gammaproteobacteria,#A65628
a0219_Ser_BAC67536.1_A2_BGC0000305_arthrofactin_Ser_,Gammaproteobacteria,#A65628
a0577_Ser_BAC67535.1_A4_BGC0000305_arthrofactin_Ser_,Gammaproteobacteria,#A65628
a0164_Ser_AFH75329.1_A4_BGC0000398_orfamide_Ser_,Gammaproteobacteria,#A65628
a0167_Ser_AFH75330.1_A3_BGC0000398_orfamide_Ser_,Gammaproteobacteria,#A65628
a0299_Ser_CDF96614.1_A1_BGC0001149_brabantamide_Ser_,Gammaproteobacteria,#A65628
ACA40_RS12930_AMP_binding_NZ_CP013183__2974599_2975832_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0195_Ser_AED90002.1_A1_BGC0000443_thanamycin_Ser_,Gammaproteobacteria,#A65628
a0558_Ser_AF047828.1_A1_BGC0000437_syringomycin_Ser_,Gammaproteobacteria,#A65628
a0069_Ser_AAO72425.1_A6_BGC0000438_syringopeptin_Ser_,Gammaproteobacteria,#A65628
a0559_Ser_AF047828.1_A2_BGC0000437_syringomycin_Ser_,Gammaproteobacteria,#A65628
CLSAP_RS17105_AMP_binding_NZ_CP016087__3707439_3708642_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DDA3537_RS08255_AMP_binding_NZ_CM001982__1822922_1824128_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0772_Ser_CAD29797.1_A1_BGC0001015_microcystin_Ser_,Cyanobacteria,#1E90FF
b0327_Ser_AAO62586.1_A1_BGC0001016_microcystin_Ser_,Cyanobacteria,#1E90FF
b0334_Ser_AAF00960.1_A1_BGC0001017_microcystin_LR_Ser_,Cyanobacteria,#1E90FF
a0635_Ser_BAA83992.1_A1_not_in_mibig_microcystin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDC32_RS14775_AMP_binding_NZ_AP018288__3728688_3729894_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0163_Ser_ABA23460.1_A1_BGC0000427_shinorine_Ser_,Cyanobacteria,#1E90FF
a0238_Ser_AAO23334.1_A2_BGC0000397_nostocyclopeptide_Ser_,Cyanobacteria,#1E90FF
a0591_Ser_AAF15891.2_A2_BGC0001028_nostopeptolide_Ser_,Cyanobacteria,#1E90FF
CBW65_RS22930_AMP_binding_NZ_CP021434__4940341_4941541_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BS333_RS04515_AMP_binding_NZ_CP018616__946122_947376_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GBRO_RS18470_AMP_binding_NC_013441__3937319_3938525_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AKI40_RS17975_AMP_binding_NZ_CP012487__3748461_3749676_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0217_Ser_AAA92015.1_A1_not_in_mibig_enterobactin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0737_Ser_AAN42148.1_A1_not_in_mibig_enterobactin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0609_Ser_CP001614.2_A2_BGC0000451_turnerbactin_Ser_,Gammaproteobacteria,#A65628
MARME_RS06845_AMP_binding_NC_015276__1523215_1524481_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C6H38_RS05400_AMP_binding_NZ_LT963402__1109881_1111090_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PNC201_RS03630_AMP_binding_NZ_CP022522__839836_841069_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0290_Ser_BAP05597.1_A1_BGC0000967_calyculin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0286_Ser_BAP05589.1_A1_BGC0000967_calyculin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT705_RS16845_AMP_binding_NZ_CP013611__3910758_3912003_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1L02_RS18180_AMP_binding_NZ_CP021646__4000675_4001899_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLT28_RS06295_AMP_binding_NZ_LT629701__1468060_1469269_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BSQ33_RS06925_AMP_binding_NZ_CP018835__1526642_1527869_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A176_RS15195_AMP_binding_NZ_CP012109__3974598_3975813_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0319_Ser_YP_631961.1_A6_BGC0000393_myxoprincomide_Ser_,Deltaproteobacteria,#F781BF
a0314_Ser_YP_631961.1_A1_BGC0000393_myxoprincomide_Ser_,Deltaproteobacteria,#F781BF
a0317_Ser_YP_631961.1_A4_BGC0000393_myxoprincomide_Ser_,Deltaproteobacteria,#F781BF
a0344_Ser_CBG75492.1_A2_BGC0000423_scabichelin_Ser_,Actinobacteria,#E41A1C
AQF52_RS04705_AMP_binding_NZ_CP013129__1067019_1068267_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7B19_RS18510_AMP_binding_NZ_CP015726__4564359_4565592_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS17405_AMP_binding_NZ_CP022685__4099586_4100810_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0340_Ser_EFE73313.1_A1_BGC0000431_stenothricin_Ser_,Actinobacteria,#E41A1C
a0325_Ser_EFE73312.1_A3_BGC0000431_stenothricin_Ser_,Actinobacteria,#E41A1C
b0466_Ser_EWM63002.1_A1_BGC0001328_rakicidin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0463_Ser_WP_030498974.1_A1_BGC0001327_rakicidin_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0473_Ser_WP_019032755.1_A2_BGC0001331_BE-43547A1_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0469_Ser_WP_053065269.1_A2_BGC0001330_BE-43547A1_Ser_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C4B68_RS01225_AMP_binding_NZ_CP026652__254006_255242_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B005_RS19360_AMP_binding_NC_018524__4503902_4505150_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SHJG_RS07145_AMP_binding_NC_017765__1672646_1673870_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS44255_AMP_binding_NZ_CP006003__5397920_5399129_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACZ75_RS05630_AMP_binding_NZ_CP012201__1507192_1508407_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0092_Ser_AAX31558.1_A6_BGC0000336_daptomycin_Ser_,Actinobacteria,#E41A1C
a0229_Ser_CAB38518.1_A1_BGC0000315_calcium_dependent_antibiotic_,Actinobacteria,#E41A1C
SACE_RS20785_AMP_binding_NC_009142__4780225_4781404_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TL08_RS15660_AMP_binding_NZ_CP014859__3589107_3590265_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
